contentType,historyType,createdAt,updatedAt,USER_ID,ITEM_ID
1,2,2022-12-02 05:29:51.345,2022-12-02 05:29:51.345,151637,96101
1,2,2022-12-02 05:30:15.277,2022-12-02 05:30:15.277,151637,96375
1,2,2022-12-02 05:30:38.062,2022-12-02 05:30:38.062,151637,96380
1,2,2022-12-02 05:30:51.533,2022-12-02 05:30:51.533,151637,96237
1,2,2022-12-02 05:31:35.599,2022-12-02 05:31:35.599,90022,30871
1,2,2022-12-02 05:31:38.836,2022-12-02 05:31:38.836,155767,28667
2,2,2022-12-02 05:31:59.148,2022-12-02 05:31:59.148,142113,27200
1,2,2022-12-02 05:32:19.211,2022-12-02 05:32:19.211,74233,89272
1,2,2022-12-02 05:33:15.647,2022-12-02 05:33:15.647,155767,30843
1,2,2022-12-02 05:33:24.486,2022-12-02 05:33:24.486,155772,96205
1,2,2022-12-02 05:34:03.814,2022-12-02 05:34:03.814,50392,96230
1,2,2022-12-02 05:34:56.895,2022-12-02 05:34:56.895,155765,20110
1,2,2022-12-02 05:35:25.978,2022-12-02 05:35:25.978,155693,95274
1,2,2022-12-02 05:37:01.735,2022-12-02 05:37:01.735,155830,96470
1,2,2022-12-02 05:37:06.594,2022-12-02 05:37:06.594,83716,30879
2,2,2022-12-02 05:37:21.675,2022-12-02 05:37:21.675,155876,97349
4,2,2022-12-02 05:37:28.596,2022-12-02 05:37:28.596,155899,47723
1,2,2022-12-02 05:37:29.032,2022-12-02 05:37:29.032,155661,31102
1,2,2022-12-02 05:37:49.625,2022-12-02 05:37:49.625,83716,31327
1,2,2022-12-02 05:38:00.731,2022-12-02 05:38:00.731,155723,96113
1,2,2022-12-02 05:38:58.575,2022-12-02 05:38:58.575,50392,96413
1,2,2022-12-02 05:39:03.712,2022-12-02 05:39:03.712,155830,96310
1,2,2022-12-02 05:39:15.705,2022-12-02 05:39:15.705,50392,19828
1,2,2022-12-02 05:39:22.033,2022-12-02 05:39:22.033,50392,19948
1,2,2022-12-02 05:39:27.225,2022-12-02 05:39:27.225,50392,21437
2,2,2022-12-02 05:39:59.370,2022-12-02 05:39:59.370,155919,97349
1,2,2022-12-02 05:41:36.119,2022-12-02 05:41:36.119,154105,83431
1,2,2022-12-02 05:41:52.652,2022-12-02 05:41:52.652,150236,81925
1,2,2022-12-02 05:42:15.989,2022-12-02 05:42:15.989,117348,96245
1,2,2022-12-02 05:42:50.427,2022-12-02 05:42:50.427,154327,96172
1,2,2022-12-02 05:44:18.751,2022-12-02 05:44:18.751,90022,96318
1,2,2022-12-02 05:44:30.072,2022-12-02 05:44:30.072,156081,96489
1,2,2022-12-02 05:44:40.873,2022-12-02 05:44:40.873,156065,86266
1,2,2022-12-02 05:45:01.524,2022-12-02 05:45:01.524,100648,96272
1,2,2022-12-02 05:45:19.405,2022-12-02 05:45:19.405,156031,96532
1,2,2022-12-02 05:45:36.386,2022-12-02 05:45:36.386,100648,32711
2,2,2022-12-02 05:45:36.847,2022-12-02 05:45:36.847,155741,82807
1,2,2022-12-02 05:46:32.999,2022-12-02 05:46:32.999,156121,96579
1,2,2022-12-02 05:46:40.877,2022-12-02 05:46:40.877,100648,96571
1,2,2022-12-02 05:46:41.182,2022-12-02 05:46:41.182,156096,96201
1,2,2022-12-02 05:46:59.691,2022-12-02 05:46:59.691,156121,95051
1,2,2022-12-02 05:47:34.212,2022-12-02 05:47:34.212,90022,96450
1,2,2022-12-02 05:48:38.365,2022-12-02 05:48:38.365,155998,96237
1,2,2022-12-02 05:48:49.065,2022-12-02 05:48:49.065,156176,47542
1,2,2022-12-02 05:49:10.152,2022-12-02 05:49:10.152,90022,96490
1,2,2022-12-02 05:49:23.738,2022-12-02 05:49:23.738,156198,96532
1,2,2022-12-02 05:49:42.187,2022-12-02 05:49:42.187,93011,96193
1,2,2022-12-02 05:50:08.564,2022-12-02 05:50:08.564,156180,23521
2,2,2022-12-02 05:51:09.640,2022-12-02 05:51:09.640,100648,82807
2,2,2022-12-02 05:51:56.538,2022-12-02 05:51:56.538,156262,21049
1,2,2022-12-02 05:52:15.335,2022-12-02 05:52:15.335,102904,96283
1,2,2022-12-02 05:52:40.060,2022-12-02 05:52:40.060,102904,95047
1,2,2022-12-02 05:53:43.811,2022-12-02 05:53:43.811,156240,28514
1,2,2022-12-02 05:53:59.752,2022-12-02 05:53:59.752,156262,32466
1,2,2022-12-02 05:54:18.573,2022-12-02 05:54:18.573,156262,82492
1,2,2022-12-02 05:55:07.265,2022-12-02 05:55:07.265,129911,89278
1,2,2022-12-02 05:55:11.715,2022-12-02 05:55:11.715,129911,99670
1,2,2022-12-02 05:55:40.778,2022-12-02 05:55:40.778,156343,96467
1,2,2022-12-02 05:55:50.537,2022-12-02 05:55:50.537,138148,20873
2,2,2022-12-02 05:55:57.467,2022-12-02 05:55:57.467,156262,80185
1,2,2022-12-02 05:56:19.184,2022-12-02 05:56:19.184,102904,96471
1,2,2022-12-02 05:56:49.860,2022-12-02 05:56:49.860,102904,96248
1,2,2022-12-02 05:57:04.651,2022-12-02 05:57:04.651,102904,96455
1,2,2022-12-02 05:57:16.415,2022-12-02 05:57:16.415,102904,96367
1,2,2022-12-02 05:57:23.584,2022-12-02 05:57:23.584,119337,54655
1,2,2022-12-02 05:57:31.936,2022-12-02 05:57:31.936,156422,96261
1,2,2022-12-02 06:00:43.349,2022-12-02 06:00:43.349,156507,30364
1,2,2022-12-02 06:00:55.930,2022-12-02 06:00:55.930,156495,96410
1,2,2022-12-02 06:01:01.965,2022-12-02 06:01:01.965,156507,96519
1,2,2022-12-02 06:01:18.674,2022-12-02 06:01:18.674,156110,99689
1,2,2022-12-02 06:01:38.348,2022-12-02 06:01:38.348,125267,21606
1,2,2022-12-02 06:02:27.365,2022-12-02 06:02:27.365,156507,19862
1,2,2022-12-02 06:02:50.339,2022-12-02 06:02:50.339,156495,22125
1,2,2022-12-02 06:02:59.453,2022-12-02 06:02:59.453,156495,31240
1,2,2022-12-02 06:03:24.204,2022-12-02 06:03:24.204,156507,96581
1,2,2022-12-02 06:03:41.934,2022-12-02 06:03:41.934,156541,21850
1,2,2022-12-02 06:04:37.006,2022-12-02 06:04:37.006,156588,95115
1,2,2022-12-02 06:09:09.522,2022-12-02 06:09:09.522,156565,96536
1,2,2022-12-02 06:10:41.893,2022-12-02 06:10:41.893,156714,95299
1,2,2022-12-02 06:12:30.758,2022-12-02 06:12:30.758,156729,21585
1,2,2022-12-02 06:13:05.458,2022-12-02 06:13:05.458,156729,21465
1,2,2022-12-02 06:14:49.097,2022-12-02 06:14:49.097,156863,74054
1,2,2022-12-02 06:15:45.113,2022-12-02 06:15:45.113,156729,32320
1,2,2022-12-02 06:16:00.299,2022-12-02 06:16:00.299,144034,21414
1,2,2022-12-02 06:16:31.384,2022-12-02 06:16:31.384,156852,96534
1,2,2022-12-02 06:16:38.543,2022-12-02 06:16:38.543,156826,75001
2,2,2022-12-02 06:18:30.324,2022-12-02 06:18:30.324,156841,97349
1,2,2022-12-02 06:18:46.775,2022-12-02 06:18:46.775,156811,57303
1,2,2022-12-02 06:19:48.027,2022-12-02 06:19:48.027,156747,30191
1,2,2022-12-02 06:20:25.016,2022-12-02 06:20:25.016,157019,29518
1,2,2022-12-02 06:20:42.678,2022-12-02 06:20:42.678,156926,20974
1,2,2022-12-02 06:22:39.595,2022-12-02 06:22:39.595,103683,96260
1,2,2022-12-02 06:22:45.403,2022-12-02 06:22:45.403,157019,30017
1,2,2022-12-02 06:25:12.267,2022-12-02 06:25:12.267,157074,21843
1,2,2022-12-02 06:26:15.063,2022-12-02 06:26:15.063,157070,19948
1,2,2022-12-02 06:28:04.998,2022-12-02 06:28:04.998,157019,96475
1,2,2022-12-02 06:28:43.214,2022-12-02 06:28:43.214,154607,96556
1,2,2022-12-02 06:29:17.417,2022-12-02 06:29:17.417,157177,96529
1,2,2022-12-02 06:30:18.844,2022-12-02 06:30:18.844,156729,21929
2,2,2022-12-02 06:32:08.727,2022-12-02 06:32:08.727,157142,91361
1,2,2022-12-02 06:33:12.447,2022-12-02 06:33:12.447,157361,21606
1,2,2022-12-02 06:33:17.437,2022-12-02 06:33:17.437,101639,31162
1,2,2022-12-02 06:34:03.201,2022-12-02 06:34:03.201,157190,96344
2,2,2022-12-02 06:34:05.422,2022-12-02 06:34:05.422,157142,27200
1,2,2022-12-02 06:34:12.028,2022-12-02 06:34:12.028,157031,86266
1,2,2022-12-02 06:34:17.352,2022-12-02 06:34:17.352,154607,96594
4,2,2022-12-02 06:34:29.622,2022-12-02 06:34:29.622,157350,47741
1,2,2022-12-02 06:35:02.322,2022-12-02 06:35:02.322,157338,21219
1,2,2022-12-02 06:35:10.406,2022-12-02 06:35:10.406,157350,96607
1,2,2022-12-02 06:35:42.393,2022-12-02 06:35:42.393,153913,96405
1,2,2022-12-02 06:36:10.270,2022-12-02 06:36:10.270,157374,96288
1,2,2022-12-02 06:38:36.775,2022-12-02 06:38:36.775,157466,96315
1,2,2022-12-02 06:39:38.139,2022-12-02 06:39:38.139,157434,21437
1,2,2022-12-02 06:39:47.319,2022-12-02 06:39:47.319,157225,21606
1,2,2022-12-02 06:39:55.589,2022-12-02 06:39:55.589,157559,96183
1,2,2022-12-02 06:40:05.531,2022-12-02 06:40:05.531,157466,88994
1,2,2022-12-02 06:40:13.883,2022-12-02 06:40:13.883,104598,96271
2,2,2022-12-02 06:41:50.262,2022-12-02 06:41:50.262,157142,75574
1,2,2022-12-02 06:42:01.587,2022-12-02 06:42:01.587,157581,31240
1,2,2022-12-02 06:42:03.331,2022-12-02 06:42:03.331,157379,96113
1,2,2022-12-02 06:43:59.202,2022-12-02 06:43:59.202,157580,20841
1,2,2022-12-02 06:44:31.534,2022-12-02 06:44:31.534,157676,96193
1,2,2022-12-02 06:44:51.447,2022-12-02 06:44:51.447,157646,96294
1,2,2022-12-02 06:45:18.137,2022-12-02 06:45:18.137,101639,87766
1,2,2022-12-02 06:46:03.278,2022-12-02 06:46:03.278,101639,30909
1,2,2022-12-02 06:46:07.449,2022-12-02 06:46:07.449,157723,96329
1,2,2022-12-02 06:46:34.312,2022-12-02 06:46:34.312,157712,72987
1,2,2022-12-02 06:47:47.498,2022-12-02 06:47:47.498,102086,21011
4,2,2022-12-02 06:49:11.945,2022-12-02 06:49:11.945,157734,47151
4,2,2022-12-02 06:49:51.013,2022-12-02 06:49:51.013,157734,47149
1,2,2022-12-02 06:50:39.899,2022-12-02 06:50:39.899,157839,19848
1,2,2022-12-02 06:51:05.207,2022-12-02 06:51:05.207,157839,30723
1,2,2022-12-02 06:51:47.777,2022-12-02 06:51:47.777,157839,82539
1,2,2022-12-02 06:51:56.912,2022-12-02 06:51:56.912,157860,96294
1,2,2022-12-02 06:52:24.237,2022-12-02 06:52:24.237,103338,87958
1,2,2022-12-02 06:53:31.179,2022-12-02 06:53:31.179,157875,29733
1,2,2022-12-02 06:54:44.682,2022-12-02 06:54:44.682,77046,96318
1,2,2022-12-02 06:57:41.639,2022-12-02 06:57:41.639,157970,96427
2,2,2022-12-02 06:57:49.798,2022-12-02 06:57:49.798,135430,92441
1,2,2022-12-02 06:57:53.987,2022-12-02 06:57:53.987,157970,96363
1,2,2022-12-02 06:58:06.973,2022-12-02 06:58:06.973,157289,86266
1,2,2022-12-02 06:58:07.179,2022-12-02 06:58:07.179,77046,82603
1,2,2022-12-02 06:58:46.629,2022-12-02 06:58:46.629,158059,96373
2,2,2022-12-02 06:58:51.721,2022-12-02 06:58:51.721,135430,92460
1,2,2022-12-02 06:59:10.165,2022-12-02 06:59:10.165,158018,96338
1,2,2022-12-02 06:59:11.598,2022-12-02 06:59:11.598,158088,95051
1,2,2022-12-02 06:59:16.782,2022-12-02 06:59:16.782,158109,19842
1,2,2022-12-02 07:00:36.338,2022-12-02 07:00:36.338,136699,96371
1,2,2022-12-02 07:00:50.054,2022-12-02 07:00:50.054,158045,99703
1,2,2022-12-02 07:01:35.026,2022-12-02 07:01:35.026,158029,31114
2,2,2022-12-02 07:03:08.115,2022-12-02 07:03:08.115,135430,92457
1,2,2022-12-02 07:03:26.417,2022-12-02 07:03:26.417,158163,96520
1,2,2022-12-02 07:03:53.307,2022-12-02 07:03:53.307,158163,95089
2,2,2022-12-02 07:04:04.079,2022-12-02 07:04:04.079,157701,27200
1,2,2022-12-02 07:04:05.925,2022-12-02 07:04:05.925,158242,31121
1,2,2022-12-02 07:05:18.575,2022-12-02 07:05:18.575,157970,96449
1,2,2022-12-02 07:05:25.207,2022-12-02 07:05:25.207,158161,96587
1,2,2022-12-02 07:05:36.566,2022-12-02 07:05:36.566,157970,86266
2,2,2022-12-02 07:07:51.444,2022-12-02 07:07:51.444,158249,91361
1,2,2022-12-02 07:08:18.438,2022-12-02 07:08:18.438,158358,21800
1,2,2022-12-02 07:08:32.153,2022-12-02 07:08:32.153,158358,22129
1,2,2022-12-02 07:08:43.532,2022-12-02 07:08:43.532,158368,19591
1,2,2022-12-02 07:08:50.147,2022-12-02 07:08:50.147,158358,96358
1,2,2022-12-02 07:10:04.657,2022-12-02 07:10:04.657,99958,29556
1,2,2022-12-02 07:10:56.595,2022-12-02 07:10:56.595,158358,89263
1,2,2022-12-02 07:12:08.754,2022-12-02 07:12:08.754,155890,20843
4,2,2022-12-02 07:12:18.481,2022-12-02 07:12:20.594,157734,47187
1,2,2022-12-02 07:12:51.354,2022-12-02 07:12:51.354,158395,96366
1,2,2022-12-02 07:13:14.053,2022-12-02 07:13:14.053,158279,96493
1,2,2022-12-02 07:13:44.798,2022-12-02 07:13:44.798,157811,96360
1,2,2022-12-02 07:13:49.277,2022-12-02 07:13:49.277,99958,96270
1,2,2022-12-02 07:13:58.178,2022-12-02 07:13:58.178,158539,96260
1,2,2022-12-02 07:14:01.875,2022-12-02 07:14:01.875,99958,96106
1,2,2022-12-02 07:14:10.336,2022-12-02 07:14:10.336,158539,96259
1,2,2022-12-02 07:14:18.164,2022-12-02 07:14:18.164,148469,19859
1,2,2022-12-02 07:15:20.102,2022-12-02 07:15:20.102,157734,96478
1,2,2022-12-02 07:16:03.160,2022-12-02 07:16:03.160,157734,73449
1,2,2022-12-02 07:17:28.954,2022-12-02 07:17:28.954,76774,22125
1,2,2022-12-02 07:18:10.743,2022-12-02 07:18:10.743,158635,27343
1,2,2022-12-02 07:18:41.048,2022-12-02 07:18:41.048,157734,47742
1,2,2022-12-02 07:19:57.144,2022-12-02 07:19:57.144,158736,96534
1,2,2022-12-02 07:19:57.973,2022-12-02 07:19:57.973,84096,96520
1,2,2022-12-02 07:20:28.558,2022-12-02 07:20:28.558,65026,96478
2,2,2022-12-02 07:20:41.852,2022-12-02 07:20:41.852,76774,93978
1,2,2022-12-02 07:20:47.082,2022-12-02 07:20:47.082,158738,95103
2,2,2022-12-02 07:22:05.938,2022-12-02 07:22:05.938,158798,97349
1,2,2022-12-02 07:25:18.328,2022-12-02 07:25:18.328,158905,21356
1,2,2022-12-02 07:26:32.413,2022-12-02 07:26:32.413,137813,96259
1,2,2022-12-02 07:27:03.534,2022-12-02 07:27:03.534,158907,82539
2,2,2022-12-02 07:27:35.294,2022-12-02 07:27:35.294,158335,27542
1,2,2022-12-02 07:27:43.553,2022-12-02 07:27:43.553,137813,96454
1,2,2022-12-02 07:27:49.255,2022-12-02 07:27:49.255,158968,95095
1,2,2022-12-02 07:29:17.964,2022-12-02 07:29:17.964,158882,19976
1,2,2022-12-02 07:29:23.891,2022-12-02 07:29:23.891,158882,21968
2,2,2022-12-02 07:30:30.164,2022-12-02 07:30:30.164,157405,97347
1,2,2022-12-02 07:32:54.221,2022-12-02 07:32:54.221,159070,32694
1,2,2022-12-02 07:34:35.645,2022-12-02 07:34:35.645,158505,23899
1,2,2022-12-02 07:35:40.675,2022-12-02 07:35:40.675,159087,20841
1,2,2022-12-02 07:36:14.183,2022-12-02 07:36:14.183,159087,96522
1,2,2022-12-02 07:36:43.763,2022-12-02 07:36:43.763,154030,73894
1,2,2022-12-02 07:36:56.568,2022-12-02 07:36:56.568,78164,21325
1,2,2022-12-02 07:38:26.330,2022-12-02 07:38:26.330,159237,96212
1,2,2022-12-02 07:38:36.573,2022-12-02 07:38:36.573,159351,19948
1,2,2022-12-02 07:38:51.003,2022-12-02 07:38:51.003,159178,96209
4,2,2022-12-02 07:39:33.578,2022-12-02 07:39:33.578,158583,47160
1,2,2022-12-02 07:39:39.497,2022-12-02 07:39:39.497,138303,21610
1,2,2022-12-02 07:41:23.409,2022-12-02 07:41:23.409,158882,20099
2,2,2022-12-02 07:42:20.442,2022-12-02 07:42:20.442,159276,97347
1,2,2022-12-02 07:43:50.971,2022-12-02 07:43:50.971,158882,20843
1,2,2022-12-02 07:45:04.587,2022-12-02 07:45:04.587,159561,29556
1,2,2022-12-02 07:45:11.421,2022-12-02 07:45:11.421,121467,96515
1,2,2022-12-02 07:45:29.452,2022-12-02 07:45:29.452,159425,86251
1,2,2022-12-02 07:46:17.463,2022-12-02 07:46:17.463,138465,96361
1,2,2022-12-02 07:47:06.628,2022-12-02 07:47:06.628,159570,95081
1,2,2022-12-02 07:47:14.692,2022-12-02 07:47:14.692,159619,96583
1,2,2022-12-02 07:47:58.371,2022-12-02 07:47:58.371,140460,96354
1,2,2022-12-02 07:48:02.314,2022-12-02 07:48:02.314,159610,96053
1,2,2022-12-02 07:48:08.744,2022-12-02 07:48:08.744,159514,96263
1,2,2022-12-02 07:48:24.989,2022-12-02 07:48:24.989,159591,29567
1,2,2022-12-02 07:49:19.926,2022-12-02 07:49:19.926,144548,96381
1,2,2022-12-02 07:52:36.821,2022-12-02 07:52:36.821,140777,96566
1,2,2022-12-02 07:53:47.956,2022-12-02 07:53:47.956,140777,96455
2,2,2022-12-02 07:54:38.400,2022-12-02 07:54:38.400,159699,97349
1,2,2022-12-02 07:54:42.302,2022-12-02 07:54:42.302,140777,96559
2,2,2022-12-02 07:54:46.324,2022-12-02 07:54:46.324,140596,21049
1,2,2022-12-02 07:55:00.886,2022-12-02 07:55:00.886,140777,96211
1,2,2022-12-02 07:55:46.031,2022-12-02 07:55:46.031,159846,54685
1,2,2022-12-02 07:56:45.996,2022-12-02 07:56:45.996,159884,96365
1,2,2022-12-02 07:57:30.578,2022-12-02 07:57:30.578,159951,95052
1,2,2022-12-02 07:58:29.794,2022-12-02 07:58:29.794,144548,24144
1,2,2022-12-02 07:58:36.944,2022-12-02 07:58:36.944,140094,96305
1,2,2022-12-02 07:58:48.213,2022-12-02 07:58:48.213,159970,23554
1,2,2022-12-02 07:59:09.054,2022-12-02 07:59:09.054,140094,47301
1,2,2022-12-02 08:00:26.814,2022-12-02 08:00:26.814,160012,31102
1,2,2022-12-02 08:00:31.232,2022-12-02 08:00:31.232,157900,19869
2,2,2022-12-02 08:00:41.033,2022-12-02 08:00:41.033,157405,97349
1,2,2022-12-02 08:01:11.478,2022-12-02 08:01:11.478,160074,19625
1,2,2022-12-02 08:01:32.078,2022-12-02 08:01:32.078,160014,20944
1,2,2022-12-02 08:03:23.549,2022-12-02 08:03:23.549,158824,95276
1,2,2022-12-02 08:04:37.578,2022-12-02 08:04:37.578,159988,74245
1,2,2022-12-02 08:04:45.328,2022-12-02 08:04:45.328,158824,96299
1,2,2022-12-02 08:04:55.659,2022-12-02 08:04:55.659,139726,48525
1,2,2022-12-02 08:05:51.591,2022-12-02 08:05:51.591,159969,96397
1,2,2022-12-02 08:07:02.422,2022-12-02 08:07:02.422,158824,96450
1,2,2022-12-02 08:07:06.365,2022-12-02 08:07:06.365,158824,96373
1,2,2022-12-02 08:07:09.543,2022-12-02 08:07:09.543,158824,95305
1,2,2022-12-02 08:07:24.377,2022-12-02 08:07:24.377,160218,30742
2,2,2022-12-02 08:07:55.929,2022-12-02 08:07:55.929,160180,21049
1,2,2022-12-02 08:08:15.186,2022-12-02 08:08:15.186,160263,96087
1,2,2022-12-02 08:08:22.433,2022-12-02 08:08:22.433,158824,28821
2,2,2022-12-02 08:08:32.877,2022-12-02 08:08:32.877,160180,27090
4,2,2022-12-02 08:09:04.901,2022-12-02 08:09:04.901,160172,47152
2,2,2022-12-02 08:09:05.958,2022-12-02 08:09:05.958,160180,25785
2,2,2022-12-02 08:09:12.155,2022-12-02 08:09:12.155,160274,99568
4,2,2022-12-02 08:09:16.585,2022-12-02 08:09:16.585,160172,47151
1,2,2022-12-02 08:09:35.657,2022-12-02 08:09:35.657,158824,20110
1,2,2022-12-02 08:09:51.032,2022-12-02 08:09:51.032,146641,33857
1,2,2022-12-02 08:10:49.591,2022-12-02 08:10:49.591,138543,75522
2,2,2022-12-02 08:11:33.324,2022-12-02 08:11:33.324,159570,97347
1,2,2022-12-02 08:11:49.607,2022-12-02 08:11:49.607,158824,29388
1,2,2022-12-02 08:12:00.783,2022-12-02 08:12:00.783,138936,96198
4,2,2022-12-02 08:12:03.611,2022-12-02 08:12:03.611,160245,47722
2,2,2022-12-02 08:12:27.218,2022-12-02 08:12:27.218,160245,97347
1,2,2022-12-02 08:13:05.603,2022-12-02 08:13:05.603,159954,96069
1,2,2022-12-02 08:14:14.102,2022-12-02 08:14:14.102,160263,96588
1,2,2022-12-02 08:14:15.821,2022-12-02 08:14:15.821,160390,73453
1,2,2022-12-02 08:14:24.107,2022-12-02 08:14:24.107,158097,95042
1,2,2022-12-02 08:14:38.156,2022-12-02 08:14:38.156,155773,64574
1,2,2022-12-02 08:14:39.394,2022-12-02 08:14:39.394,110304,96345
1,2,2022-12-02 08:15:05.625,2022-12-02 08:15:05.625,158097,20752
1,2,2022-12-02 08:15:46.923,2022-12-02 08:15:46.923,158824,83431
1,2,2022-12-02 08:15:53.140,2022-12-02 08:15:53.140,160481,22125
1,2,2022-12-02 08:16:28.862,2022-12-02 08:16:28.862,158097,96212
1,2,2022-12-02 08:16:36.771,2022-12-02 08:16:36.771,110304,72778
1,2,2022-12-02 08:16:47.257,2022-12-02 08:16:47.257,110304,99686
1,2,2022-12-02 08:17:45.528,2022-12-02 08:17:45.528,160465,21675
1,2,2022-12-02 08:18:21.320,2022-12-02 08:18:21.320,159684,96560
1,2,2022-12-02 08:18:24.036,2022-12-02 08:18:24.036,158097,30283
1,2,2022-12-02 08:18:43.956,2022-12-02 08:18:43.956,160384,32519
1,2,2022-12-02 08:18:50.131,2022-12-02 08:18:50.131,158097,96213
1,2,2022-12-02 08:19:07.487,2022-12-02 08:19:07.487,158097,21941
1,2,2022-12-02 08:19:27.527,2022-12-02 08:19:27.527,158097,39046
1,2,2022-12-02 08:19:46.598,2022-12-02 08:19:46.598,158097,95063
1,2,2022-12-02 08:21:03.124,2022-12-02 08:21:03.124,160604,96603
1,2,2022-12-02 08:21:29.742,2022-12-02 08:21:29.742,158097,82393
2,2,2022-12-02 08:21:30.286,2022-12-02 08:21:30.286,160567,21049
1,2,2022-12-02 08:21:48.976,2022-12-02 08:21:48.976,158097,96594
2,2,2022-12-02 08:23:22.029,2022-12-02 08:23:22.029,160674,82807
1,2,2022-12-02 08:23:29.653,2022-12-02 08:23:29.653,160701,96576
1,2,2022-12-02 08:23:34.717,2022-12-02 08:23:34.717,160643,96216
2,2,2022-12-02 08:23:44.856,2022-12-02 08:23:44.856,160416,82736
1,2,2022-12-02 08:24:00.786,2022-12-02 08:24:00.786,160701,96481
1,2,2022-12-02 08:24:29.445,2022-12-02 08:24:29.445,158097,96414
1,2,2022-12-02 08:25:52.208,2022-12-02 08:25:52.208,160623,95247
1,2,2022-12-02 08:26:20.836,2022-12-02 08:26:20.836,81070,29609
2,2,2022-12-02 08:27:15.388,2022-12-02 08:27:15.388,160416,82807
1,2,2022-12-02 08:28:07.504,2022-12-02 08:28:07.504,160451,30707
1,2,2022-12-02 08:29:09.827,2022-12-02 08:29:09.827,160817,96497
1,2,2022-12-02 08:29:19.935,2022-12-02 08:29:19.935,160829,96602
1,2,2022-12-02 08:29:33.440,2022-12-02 08:29:33.440,160829,21941
1,2,2022-12-02 08:29:42.349,2022-12-02 08:29:42.349,160609,82492
1,1,2022-12-02 08:31:35.390,2022-12-02 08:31:35.390,108769,96117
1,2,2022-12-02 08:32:11.126,2022-12-02 08:32:11.126,160604,87955
1,2,2022-12-02 08:32:59.835,2022-12-02 08:32:59.835,158097,81911
1,2,2022-12-02 08:33:03.643,2022-12-02 08:33:03.643,160919,96433
2,2,2022-12-02 08:33:12.213,2022-12-02 08:33:12.213,160261,97349
1,2,2022-12-02 08:33:53.716,2022-12-02 08:33:53.716,160958,95291
1,2,2022-12-02 08:34:03.387,2022-12-02 08:34:03.387,158824,96236
1,2,2022-12-02 08:34:29.320,2022-12-02 08:34:29.320,160860,19475
1,2,2022-12-02 08:35:15.592,2022-12-02 08:35:15.592,158097,96245
1,1,2022-12-02 08:35:29.276,2022-12-02 08:35:29.276,108769,96190
1,2,2022-12-02 08:35:34.831,2022-12-02 08:35:34.831,123440,73882
1,2,2022-12-02 08:36:24.878,2022-12-02 08:36:24.878,160894,21562
2,2,2022-12-02 08:37:00.973,2022-12-02 08:37:00.973,160416,74462
1,2,2022-12-02 08:37:29.687,2022-12-02 08:37:29.687,161031,88525
1,2,2022-12-02 08:37:41.175,2022-12-02 08:37:41.175,123440,96470
2,2,2022-12-02 08:38:48.281,2022-12-02 08:38:48.281,160416,21049
1,2,2022-12-02 08:39:15.503,2022-12-02 08:39:15.503,161096,96383
1,2,2022-12-02 08:39:15.960,2022-12-02 08:39:15.960,160993,19987
1,2,2022-12-02 08:39:39.476,2022-12-02 08:39:39.476,123440,22196
1,2,2022-12-02 08:39:41.561,2022-12-02 08:39:41.561,160938,96541
1,2,2022-12-02 08:39:48.025,2022-12-02 08:39:48.025,161096,96427
1,2,2022-12-02 08:40:43.548,2022-12-02 08:40:43.548,123440,20743
1,2,2022-12-02 08:40:46.800,2022-12-02 08:40:46.800,123440,24051
1,1,2022-12-02 08:41:36.787,2022-12-02 08:41:36.787,108769,96081
1,2,2022-12-02 08:42:11.651,2022-12-02 08:42:11.651,158097,96256
1,2,2022-12-02 08:42:26.688,2022-12-02 08:42:26.688,160323,96208
1,2,2022-12-02 08:42:43.150,2022-12-02 08:42:43.150,87561,82611
2,2,2022-12-02 08:42:50.318,2022-12-02 08:42:50.318,159561,97349
1,2,2022-12-02 08:42:59.958,2022-12-02 08:42:59.958,158097,96175
1,2,2022-12-02 08:43:24.495,2022-12-02 08:43:24.495,160323,96428
1,2,2022-12-02 08:43:49.397,2022-12-02 08:43:49.397,161096,19486
1,2,2022-12-02 08:43:56.722,2022-12-02 08:43:56.722,161185,28482
1,2,2022-12-02 08:44:41.855,2022-12-02 08:44:41.855,161230,96069
1,2,2022-12-02 08:45:14.683,2022-12-02 08:45:14.683,160323,90948
1,2,2022-12-02 08:46:21.699,2022-12-02 08:46:21.699,84708,96518
1,2,2022-12-02 08:48:27.766,2022-12-02 08:48:27.766,161350,95292
1,2,2022-12-02 08:48:54.081,2022-12-02 08:48:54.081,52716,20835
1,2,2022-12-02 08:49:03.300,2022-12-02 08:49:03.300,161279,96405
1,2,2022-12-02 08:49:37.151,2022-12-02 08:49:37.151,158097,21929
1,2,2022-12-02 08:49:37.687,2022-12-02 08:49:37.687,161375,96255
1,2,2022-12-02 08:49:47.274,2022-12-02 08:49:47.274,161412,94511
1,2,2022-12-02 08:50:39.728,2022-12-02 08:50:39.728,161375,82731
1,2,2022-12-02 08:51:50.299,2022-12-02 08:51:50.299,161375,19862
1,2,2022-12-02 08:51:58.954,2022-12-02 08:51:58.954,161398,96235
1,2,2022-12-02 08:52:07.468,2022-12-02 08:52:07.468,161375,19625
1,2,2022-12-02 08:52:29.060,2022-12-02 08:52:29.060,161375,21585
1,2,2022-12-02 08:53:28.894,2022-12-02 08:53:28.894,161375,96501
1,2,2022-12-02 08:53:48.710,2022-12-02 08:53:48.710,161375,21703
